x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,label
1.0621805224880316,-0.593727437429624,0.09621327484552022,2.00909501594233,-0.9964171348142006,-0.8556663191631657,-2.3783284084043483,1.4186303858860787,-0.1694556548263618,0.12027479927069809,7
-0.018262615051493514,-2.2320198421869555,-1.0209477546740173,-2.8779385885307116,-1.6806814735323035,-3.740775937751973,-1.478504770574596,-2.603232522495672,0.4679609748999105,-2.6696707704768885,6
-2.7226622267318166,-1.1956737395110983,0.25857020505502293,-1.3552586886855773,-2.079288051907344,-3.647028627515009,-1.093540024173237,0.5362151214922827,1.3437161939475157,2.1508742718842417,2
-3.530459525592287,1.61913552739291,-4.28334494697176,-1.6943464685160525,-3.580909828319287,-4.449709668919846,0.42250755525951966,-2.100250563623615,-1.6987095258969143,2.351063259406735,4
-0.2819378835581272,1.8266007268956115,0.12471333428933318,1.9261032721382438,-0.9162156564896625,0.603116803034055,-1.0402774350894446,0.5219883258647884,-0.015447038554092914,2.2453660849195933,4
-1.1472611871330938,0.6568751812204106,2.219713884616134,-0.20175382932279695,0.9693841424521694,1.6800834650734127,-0.39329554866887895,-0.5959328623520688,0.0033698255163192707,1.2181158200818536,3
0.8773117167468918,-0.7207899209411779,0.8044045969308713,2.8200807105721557,-0.8583737586854345,-0.543752285427998,-4.186115227627192,-0.9773203451167394,1.3083105644605288,0.18796827601611535,7
2.8927650566772005,0.2233750120736977,1.7818552745461052,2.534131301508151,2.5276156617018346,4.24637306374552,-4.480961748972565,0.4988545596943527,-0.7055252755467194,-3.759391953950355,1
1.7046185533304794,-0.9276180578918329,0.8468444211890328,-3.5143243359350302,-4.191025856296539,-4.331357527396785,-3.924818745673624,-0.015490022116927378,-0.5515268242807339,-2.5882257556988844,0
1.4380013362428257,2.014923725212796,1.2184353370345993,-0.9400254835828732,-0.6578736726165219,1.4783378157867204,-1.594845263554879,0.6830437968590438,0.17700564117512363,-1.1800510964923836,0
-0.6547172878348494,0.41577158342975395,4.545703949168084,0.5353736716781716,1.4634461783778998,2.7557275405743,-0.8222027213580448,-1.3730698337097946,0.21052926321100104,2.0976679001122553,3
0.23941378367894184,1.6807977280565363,0.5217929378638126,-1.9882184895359218,-1.3027544998253877,-0.017245210853854113,-0.5001533502290922,1.7068495812407072,-1.5335356187771982,-0.37446189400050756,5
-1.288473102143439,0.7552010506198603,-0.4738310241881045,1.156569327402853,1.0278505826887714,1.3359680872941813,-2.4662110563575927,0.8917709956062757,-0.048170661875511216,-0.3889214165391619,7
1.2079094411496976,4.660384858286446,1.7609266466771207,1.5043753243263613,2.0277067380329736,6.228039769995637,1.6720534194624248,-0.12680157166322228,-0.3553326830312902,1.3343168717843232,0
2.5268386694012612,-1.6054617210445952,0.11174767852335976,2.3111656065118864,1.6492038619174705,1.3422517706498933,-0.38451917816196657,-0.15999032037438216,-2.352625570054302,-1.9876132052727356,1
0.2800347375954564,1.1052334114883686,-0.9480416074492138,-0.7851257995018601,-2.5695879067565373,-1.9474846814858018,-0.19490620618624566,-0.8150876532577804,1.1471292902715273,0.7177327433436957,4
-2.1316565994480863,3.118968361306976,-3.491801062334125,0.4739380761526313,-1.8803513666902592,-0.8944573706430293,-0.32506880271198035,1.9282526867914258,-0.9727127882777018,1.8567754955747344,7
-2.205050580318022,0.15741675049006987,-0.13248045194780533,-3.8098444950033103,-3.575426292446885,-4.218532661054258,-3.1190073272863184,0.8398256313139335,-0.6537865637126828,-0.09062980822035738,5
1.0790634268547803,2.592251227085346,1.3934342900541115,-0.21675912270406683,-1.7182520012039133,0.8374319695560267,-0.9804628547077421,1.3825844833260705,-1.582735902482666,1.0440875400468885,0
-3.935393475016917,1.743709297680219,-3.3413928775655846,-1.540056778308525,-1.7022552517217135,-2.4239847891992015,1.8897665406271746,1.046164314479543,0.09930595574681775,2.7004171733943716,4
-0.9039027050667108,3.980566081268828,2.8268959234456554,-1.3117453578266631,0.060947256542797756,3.3564627585089974,-0.8195934013567319,-0.2205555959641318,0.9316074949748296,1.5751721016199545,0
-0.6223052730206018,4.288073024275494,2.198289568642037,0.3686558955751793,-0.42389742492442206,3.204515945633419,-1.6701206243318505,1.2294274695322944,1.108802342650265,2.234615593413752,3
-4.821129834231295,4.434375066457669,-4.382679429993308,-0.0311755365298636,-0.7090772111951773,0.30767859389901336,-0.7533397699579519,-1.3688094364566004,1.4930196042888835,2.179513817236938,7
1.528757109069079,-1.685318827312446,2.2273591652709923,2.079164544271713,0.28149008320114643,0.21400461186633793,-1.7151190311678082,-0.8046520281764187,0.01702027062294713,0.22955388996266146,1
-0.6620554695060451,-2.075361432727944,0.5265733396151409,-1.953210044790045,-2.453343280159856,-4.1812399594795915,0.23818208472038793,0.5830107592702893,-0.02853516117497236,1.0610050811445728,2
-0.02062209797047654,1.2903970517773347,0.09124360193240966,-4.035540773445644,0.4687579360397389,0.8614648640758176,5.231530249257524,1.1092403679253597,-0.3339666667584794,-0.30559863181125296,4
1.5124088942042386,-1.97069726028866,2.286881022915977,-1.4642613999117877,3.7724435488332495,3.0650651765082126,0.7694398494755643,0.20712803265232385,-1.034406823438497,-3.8859896314598275,1
0.33999212845383653,1.9343148927177123,2.8134489595644734,4.282381651913147,1.117056653846574,3.8604313058040978,-4.750972384098882,-0.4481112259133839,-0.13240411277676944,1.5185638441752596,1
-2.454943339604765,0.668616345883423,4.9923665004486075,0.4977866447796173,-0.4578699037710334,0.6915759045448976,-1.1171675718641296,1.0338018213867068,0.4073301441379906,5.188128324237067,5
0.5521846351897657,3.5641623919596706,2.0347694455235437,1.124564703543577,-2.2815111117267013,1.111258204734229,-0.6046241122485527,-1.2731856911056016,-0.0054836380492575415,3.699094423374869,3
1.2440453309298816,-1.6218771029204717,-1.4514599041579066,-2.3160168835750534,-2.0377846382431333,-3.32771006591252,-2.6243493269985545,-0.25806957644662293,1.1588612617608192,-3.7586597642189115,6
-1.4541057684513978,-3.9038753455596806,-3.422615534310129,-2.8039768797098725,-3.407739895290425,-7.579916105171342,-2.390082120606989,-0.980451552972441,1.1852472467614408,-2.295995045617793,2
0.7166533687550447,-2.4136500600528907,-1.5838160245131943,-4.107507398546591,-1.9689871309113243,-4.271544181469667,-0.07804970276395573,-0.017950294686128927,-0.3963838730215868,-3.5762526329668947,2
2.927715306197234,-1.7543455442062015,-0.41239392138511444,-1.817626070556507,-3.1406250800703583,-3.883859517774173,-0.5727805819151649,1.543237403813956,-0.2986888738826629,-2.1446106140740637,6
0.1460388169063218,-1.5611443444230282,2.573660949935456,1.7439213984697066,1.3471850658443598,1.0639317432050477,-1.7741624000219949,0.24770816249270644,-0.07424546273191043,0.4426961421602633,1
0.7801675807220083,3.1255649896337703,-1.3578330781180643,-2.6989605107533015,-2.267205533592882,-0.3270200293323792,0.5721026508469642,0.19355790398935654,-0.1845688746278778,-0.8751623753312417,4
2.8939448289570997,-2.049160715388391,-1.028727986729629,2.951589229596242,2.861328563555256,2.176035656396349,-2.302141873556108,0.12790916211779632,-0.40146921448108014,-4.5557139091631855,1
-0.8706005471742004,0.656258613444269,-2.362909666605943,3.938342419994015,-3.2838704200892908,-3.0853341840411956,-3.2123315840719284,-0.29491226766924467,-2.6144410761839096,3.271174787623562,7
